SUBSCRIPTION_ID,ACCOUNT_ID,PLAN_NAME,PLAN_INTERVAL,PLAN_PRICE,START_DATE,END_DATE,CANCELLED_AT
SUB-006340,ACC-04242,enterprise,monthly,999,2023-06-30,2023-07-19,2023-07-17 00:00:00.000 -0700
SUB-006341,ACC-04243,starter,annual,3588,2022-02-21,2023-04-09,
SUB-006342,ACC-04243,enterprise,annual,11988,2023-04-09,2023-04-30,2023-04-28 00:00:00.000 -0700
SUB-006343,ACC-04244,starter,annual,3588,2023-01-07,,
SUB-006344,ACC-04245,enterprise,annual,11988,2023-05-06,,
SUB-006345,ACC-04246,starter,monthly,299,2023-12-04,2024-05-03,
SUB-006346,ACC-04246,pro,annual,5988,2024-05-03,2024-05-19,2024-05-17 00:00:00.000 -0700
SUB-006347,ACC-04247,starter,annual,3588,2022-10-17,2022-11-01,2022-10-30 00:00:00.000 -0700
SUB-006348,ACC-04248,enterprise,annual,11988,2023-12-12,2025-03-19,
SUB-006349,ACC-04248,pro,annual,5988,2025-03-19,2026-07-22,
SUB-006350,ACC-04249,pro,annual,5988,2022-10-03,2024-09-15,
SUB-006351,ACC-04249,enterprise,monthly,999,2024-09-15,2024-10-11,2024-10-09 00:00:00.000 -0700
SUB-006352,ACC-04250,starter,monthly,299,2023-09-05,,
SUB-006353,ACC-04251,pro,annual,5988,2023-01-07,2024-07-11,
SUB-006354,ACC-04251,enterprise,monthly,999,2024-07-11,,
SUB-006355,ACC-04252,starter,monthly,299,2023-02-26,2023-03-15,2023-03-13 00:00:00.000 -0700
SUB-006356,ACC-04255,starter,annual,3588,2022-04-03,,
SUB-006357,ACC-04256,enterprise,monthly,999,2022-05-03,2022-08-23,
SUB-006358,ACC-04256,starter,annual,3588,2022-08-23,2022-09-08,2022-09-06 00:00:00.000 -0700
SUB-006359,ACC-04257,enterprise,annual,11988,2022-10-13,2024-08-30,
SUB-006360,ACC-04257,pro,annual,5988,2024-08-30,,
SUB-006361,ACC-04258,enterprise,annual,11988,2022-12-09,2024-06-26,
SUB-006362,ACC-04258,pro,monthly,499,2024-06-26,2024-07-23,2024-07-21 00:00:00.000 -0700
SUB-006363,ACC-04259,starter,monthly,299,2022-09-01,2023-02-10,
SUB-006364,ACC-04259,enterprise,monthly,999,2023-02-10,2023-07-12,
SUB-006365,ACC-04259,starter,annual,3588,2023-07-12,,
SUB-006366,ACC-04260,enterprise,monthly,999,2022-09-11,2022-11-07,
SUB-006367,ACC-04260,starter,annual,3588,2022-11-07,2023-11-29,
SUB-006368,ACC-04260,starter,monthly,299,2023-11-29,2023-12-15,2023-12-13 00:00:00.000 -0800
SUB-006369,ACC-04261,enterprise,annual,11988,2022-03-15,,
SUB-006370,ACC-04262,pro,annual,5988,2022-05-04,2023-06-14,
SUB-006371,ACC-04262,enterprise,annual,11988,2023-06-14,2025-06-03,
SUB-006372,ACC-04262,starter,annual,3588,2025-06-03,,
SUB-006373,ACC-04263,enterprise,annual,11988,2023-12-05,2025-03-29,
SUB-006374,ACC-04263,starter,monthly,299,2025-03-29,,
SUB-006375,ACC-04264,starter,annual,3588,2023-10-06,2025-06-02,
SUB-006376,ACC-04264,enterprise,annual,11988,2025-06-02,,
SUB-006377,ACC-04265,starter,annual,3588,2023-06-03,2023-06-21,2023-06-19 00:00:00.000 -0700
SUB-006378,ACC-04266,pro,monthly,499,2022-10-17,2023-03-10,
SUB-006379,ACC-04266,enterprise,annual,11988,2023-03-10,2024-06-17,
SUB-006380,ACC-04266,pro,annual,5988,2024-06-17,,
SUB-006381,ACC-04268,pro,annual,5988,2022-11-01,,
SUB-006382,ACC-04269,enterprise,annual,11988,2023-07-29,,
SUB-006383,ACC-04270,pro,annual,5988,2023-05-07,2024-06-17,
SUB-006384,ACC-04270,starter,annual,3588,2024-06-17,2024-07-06,2024-07-04 00:00:00.000 -0700
SUB-006385,ACC-04271,starter,annual,3588,2023-09-01,2025-05-21,
SUB-006386,ACC-04271,enterprise,annual,11988,2025-05-21,,
SUB-006387,ACC-04272,enterprise,annual,11988,2022-10-05,2022-10-23,2022-10-21 00:00:00.000 -0700
SUB-006388,ACC-04273,enterprise,annual,11988,2022-06-24,2022-07-21,2022-07-19 00:00:00.000 -0700
SUB-006389,ACC-04274,pro,annual,5988,2022-05-28,,
SUB-006390,ACC-04275,starter,annual,3588,2023-05-27,2025-02-15,
SUB-006391,ACC-04275,enterprise,annual,11988,2025-02-15,2025-03-06,2025-03-04 00:00:00.000 -0800
SUB-006392,ACC-04276,enterprise,annual,11988,2022-07-21,2022-08-17,2022-08-15 00:00:00.000 -0700
SUB-006393,ACC-04278,enterprise,annual,11988,2022-12-18,2024-06-07,
SUB-006394,ACC-04278,pro,annual,5988,2024-06-07,2026-03-06,
SUB-006395,ACC-04278,enterprise,annual,11988,2026-03-06,2026-03-26,2026-03-24 00:00:00.000 -0700
SUB-006396,ACC-04279,enterprise,annual,11988,2023-09-08,2024-10-07,
SUB-006397,ACC-04279,starter,monthly,299,2024-10-07,2024-11-15,
SUB-006398,ACC-04279,pro,annual,5988,2024-11-15,,
SUB-006399,ACC-04280,enterprise,monthly,999,2022-07-02,,
SUB-006400,ACC-04282,starter,monthly,299,2023-09-11,2023-11-26,
SUB-006401,ACC-04282,pro,monthly,499,2023-11-26,,
SUB-006402,ACC-04283,starter,monthly,299,2023-04-21,,
SUB-006403,ACC-04284,enterprise,annual,11988,2023-07-27,2023-08-20,2023-08-18 00:00:00.000 -0700
SUB-006404,ACC-04285,starter,annual,3588,2022-06-08,,
SUB-006405,ACC-04286,starter,annual,3588,2022-12-01,2024-08-23,
SUB-006406,ACC-04286,enterprise,annual,11988,2024-08-23,2026-07-30,
SUB-006407,ACC-04287,pro,monthly,499,2023-05-03,2023-09-14,
SUB-006408,ACC-04287,enterprise,monthly,999,2023-09-14,,
SUB-006409,ACC-04288,enterprise,monthly,999,2023-07-30,2023-09-19,
SUB-006410,ACC-04288,starter,annual,3588,2023-09-19,,
SUB-006411,ACC-04289,pro,monthly,499,2022-04-12,2022-05-06,2022-05-04 00:00:00.000 -0700
SUB-006412,ACC-04290,enterprise,annual,11988,2023-07-19,,
SUB-006413,ACC-04291,enterprise,annual,11988,2023-08-15,2023-09-11,2023-09-09 00:00:00.000 -0700
SUB-006414,ACC-04293,pro,monthly,499,2023-08-17,2023-10-12,
SUB-006415,ACC-04293,enterprise,annual,11988,2023-10-12,,
SUB-006416,ACC-04294,enterprise,annual,11988,2022-03-28,2023-09-10,
SUB-006417,ACC-04294,starter,monthly,299,2023-09-10,,
SUB-006418,ACC-04295,starter,annual,3588,2023-07-20,,
SUB-006419,ACC-04296,enterprise,annual,11988,2022-07-19,,
SUB-006420,ACC-04297,enterprise,annual,11988,2023-07-28,2024-09-01,
SUB-006421,ACC-04297,pro,annual,5988,2024-09-01,,
SUB-006422,ACC-04298,starter,monthly,299,2022-04-02,2022-05-02,
SUB-006423,ACC-04298,enterprise,annual,11988,2022-05-02,2022-05-27,2022-05-25 00:00:00.000 -0700
SUB-006424,ACC-04299,enterprise,annual,11988,2022-12-09,2024-06-15,
SUB-006425,ACC-04299,starter,annual,3588,2024-06-15,2024-07-01,2024-06-29 00:00:00.000 -0700
SUB-006426,ACC-04300,pro,annual,5988,2022-06-18,,
SUB-006427,ACC-04301,pro,annual,5988,2022-03-28,2022-04-22,2022-04-20 00:00:00.000 -0700
SUB-006428,ACC-04302,pro,monthly,499,2022-08-11,2022-11-04,
SUB-006429,ACC-04302,enterprise,annual,11988,2022-11-04,,
SUB-006430,ACC-04303,starter,monthly,299,2022-07-31,2022-08-17,2022-08-15 00:00:00.000 -0700
SUB-006431,ACC-04304,pro,annual,5988,2023-08-26,2023-09-16,2023-09-14 00:00:00.000 -0700
SUB-006432,ACC-04305,enterprise,annual,11988,2023-08-06,2025-04-01,
SUB-006433,ACC-04305,pro,annual,5988,2025-04-01,2025-04-22,2025-04-20 00:00:00.000 -0700
SUB-006434,ACC-04306,enterprise,monthly,999,2022-11-07,2022-11-27,2022-11-25 00:00:00.000 -0800
SUB-006435,ACC-04307,starter,monthly,299,2022-10-31,2023-04-22,
SUB-006436,ACC-04307,enterprise,monthly,999,2023-04-22,2023-05-07,2023-05-05 00:00:00.000 -0700
SUB-006437,ACC-04308,pro,annual,5988,2022-03-15,2022-04-01,2022-03-30 00:00:00.000 -0700
SUB-006438,ACC-04309,starter,monthly,299,2023-05-22,2023-10-26,
SUB-006439,ACC-04309,enterprise,annual,11988,2023-10-26,2023-11-20,2023-11-18 00:00:00.000 -0800
SUB-006440,ACC-04310,pro,annual,5988,2023-03-11,,
SUB-006441,ACC-04311,enterprise,annual,11988,2023-03-13,2023-04-02,2023-03-31 00:00:00.000 -0700
SUB-006442,ACC-04312,pro,annual,5988,2023-10-03,2025-05-09,
SUB-006443,ACC-04312,enterprise,monthly,999,2025-05-09,,
SUB-006444,ACC-04313,pro,monthly,499,2023-10-15,2024-03-29,
SUB-006445,ACC-04313,starter,annual,3588,2024-03-29,2024-04-20,2024-04-18 00:00:00.000 -0700
SUB-006446,ACC-04314,pro,annual,5988,2022-01-31,2024-01-13,
SUB-006447,ACC-04314,enterprise,annual,11988,2024-01-13,2025-10-03,
SUB-006448,ACC-04314,starter,monthly,299,2025-10-03,,
SUB-006449,ACC-04315,enterprise,annual,11988,2022-10-16,2023-12-01,
SUB-006450,ACC-04315,starter,annual,3588,2023-12-01,,
SUB-006451,ACC-04316,pro,annual,5988,2023-10-10,2023-11-02,2023-10-31 00:00:00.000 -0700
SUB-006452,ACC-04317,enterprise,monthly,999,2022-01-19,,
SUB-006453,ACC-04318,enterprise,monthly,999,2022-09-02,2022-11-09,
SUB-006454,ACC-04318,pro,annual,5988,2022-11-09,2022-12-05,2022-12-03 00:00:00.000 -0800
SUB-006455,ACC-04319,enterprise,annual,11988,2023-04-02,,
SUB-006456,ACC-04320,starter,monthly,299,2022-01-27,2022-02-15,2022-02-13 00:00:00.000 -0800
SUB-006457,ACC-04321,enterprise,monthly,999,2022-12-02,2022-12-22,2022-12-20 00:00:00.000 -0800
SUB-006458,ACC-04322,starter,annual,3588,2022-12-21,,
SUB-006459,ACC-04323,pro,monthly,499,2023-02-17,2023-03-15,2023-03-13 00:00:00.000 -0700
SUB-006460,ACC-04324,enterprise,monthly,999,2022-04-12,,
SUB-006461,ACC-04325,pro,annual,5988,2022-09-16,2024-09-10,
SUB-006462,ACC-04325,enterprise,annual,11988,2024-09-10,2026-03-22,
SUB-006463,ACC-04325,pro,annual,5988,2026-03-22,,
SUB-006464,ACC-04326,starter,annual,3588,2023-12-13,2025-12-08,
SUB-006465,ACC-04326,pro,annual,5988,2025-12-08,,
SUB-006466,ACC-04327,enterprise,monthly,999,2023-12-19,2024-02-15,
SUB-006467,ACC-04327,pro,annual,5988,2024-02-15,2024-03-05,2024-03-03 00:00:00.000 -0800
SUB-006468,ACC-04328,enterprise,annual,11988,2022-10-07,2022-10-25,2022-10-23 00:00:00.000 -0700
SUB-006469,ACC-04329,pro,monthly,499,2023-05-31,2023-06-18,2023-06-16 00:00:00.000 -0700
SUB-006470,ACC-04330,pro,annual,5988,2023-07-30,2024-08-07,
SUB-006471,ACC-04330,enterprise,annual,11988,2024-08-07,2024-09-04,2024-09-02 00:00:00.000 -0700
SUB-006472,ACC-04331,enterprise,monthly,999,2022-11-20,2022-12-09,2022-12-07 00:00:00.000 -0800
SUB-006473,ACC-04332,pro,monthly,499,2023-12-06,2024-05-01,
SUB-006474,ACC-04332,enterprise,annual,11988,2024-05-01,2026-04-25,
SUB-006475,ACC-04332,pro,monthly,499,2026-04-25,,
SUB-006476,ACC-04333,pro,annual,5988,2023-12-31,2025-11-19,
SUB-006477,ACC-04333,enterprise,annual,11988,2025-11-19,,
SUB-006478,ACC-04334,enterprise,monthly,999,2023-07-31,2023-08-21,2023-08-19 00:00:00.000 -0700
SUB-006479,ACC-04335,starter,annual,3588,2022-08-06,2024-07-02,
SUB-006480,ACC-04335,enterprise,monthly,999,2024-07-02,2024-07-19,2024-07-17 00:00:00.000 -0700
SUB-006481,ACC-04336,enterprise,monthly,999,2023-10-22,2024-03-22,
SUB-006482,ACC-04336,starter,annual,3588,2024-03-22,2025-03-22,
SUB-006483,ACC-04336,pro,annual,5988,2025-03-22,2025-04-14,2025-04-12 00:00:00.000 -0700
SUB-006484,ACC-04337,enterprise,annual,11988,2022-08-29,2024-01-13,
SUB-006485,ACC-04337,starter,annual,3588,2024-01-13,2025-09-27,
SUB-006486,ACC-04337,pro,monthly,499,2025-09-27,,
SUB-006487,ACC-04338,enterprise,annual,11988,2023-08-14,2025-01-10,
SUB-006488,ACC-04338,starter,monthly,299,2025-01-10,,
SUB-006489,ACC-04339,enterprise,annual,11988,2023-02-18,2023-03-14,2023-03-12 00:00:00.000 -0800
SUB-006490,ACC-04340,enterprise,annual,11988,2022-05-08,2022-06-02,2022-05-31 00:00:00.000 -0700
SUB-006491,ACC-04341,starter,monthly,299,2022-11-15,2022-12-06,2022-12-04 00:00:00.000 -0800
SUB-006492,ACC-04342,enterprise,annual,11988,2022-12-28,,
SUB-006493,ACC-04343,starter,annual,3588,2023-01-28,2023-02-14,2023-02-12 00:00:00.000 -0800
SUB-006494,ACC-04345,enterprise,annual,11988,2024-01-02,,
SUB-006495,ACC-04346,enterprise,monthly,999,2022-04-27,2022-05-17,2022-05-15 00:00:00.000 -0700
SUB-006496,ACC-04347,enterprise,annual,11988,2022-05-31,,
SUB-006497,ACC-04348,enterprise,monthly,999,2023-08-14,,
SUB-006498,ACC-04349,starter,monthly,299,2022-05-29,2022-08-10,
SUB-006499,ACC-04349,pro,annual,5988,2022-08-10,2024-02-22,
SUB-006500,ACC-04349,enterprise,annual,11988,2024-02-22,,
SUB-006501,ACC-04350,pro,annual,5988,2023-10-14,2023-11-05,2023-11-03 00:00:00.000 -0700
SUB-006502,ACC-04351,pro,annual,5988,2023-09-30,2023-10-22,2023-10-20 00:00:00.000 -0700
SUB-006503,ACC-04352,enterprise,annual,11988,2023-05-27,2024-07-17,
SUB-006504,ACC-04352,pro,annual,5988,2024-07-17,2026-04-29,
SUB-006505,ACC-04352,starter,monthly,299,2026-04-29,2026-05-14,2026-05-12 00:00:00.000 -0700
SUB-006506,ACC-04353,enterprise,annual,11988,2023-04-14,2024-04-13,
SUB-006507,ACC-04353,starter,annual,3588,2024-04-13,2025-05-07,
SUB-006508,ACC-04353,pro,monthly,499,2025-05-07,,
SUB-006509,ACC-04354,starter,annual,3588,2022-02-08,2023-04-10,
SUB-006510,ACC-04354,pro,monthly,499,2023-04-10,,
SUB-006511,ACC-04355,starter,annual,3588,2023-06-18,2023-07-05,2023-07-03 00:00:00.000 -0700
SUB-006512,ACC-04356,enterprise,annual,11988,2023-09-25,2024-12-14,
SUB-006513,ACC-04356,starter,annual,3588,2024-12-14,,
SUB-006514,ACC-04357,starter,monthly,299,2023-06-13,2023-07-30,
SUB-006515,ACC-04357,enterprise,monthly,999,2023-07-30,,
SUB-006516,ACC-04358,pro,annual,5988,2023-06-04,2023-06-28,2023-06-26 00:00:00.000 -0700
SUB-006517,ACC-04359,enterprise,monthly,999,2022-01-29,2022-05-10,
SUB-006518,ACC-04359,pro,monthly,499,2022-05-10,2022-08-22,
SUB-006519,ACC-04359,starter,annual,3588,2022-08-22,,
SUB-006520,ACC-04361,pro,annual,5988,2022-07-26,,
SUB-006521,ACC-04363,starter,annual,3588,2022-01-13,2022-02-07,2022-02-05 00:00:00.000 -0800
SUB-006522,ACC-04364,enterprise,annual,11988,2023-01-31,,
SUB-006523,ACC-04365,enterprise,monthly,999,2023-09-09,2023-10-23,
SUB-006524,ACC-04365,starter,monthly,299,2023-10-23,,
SUB-006525,ACC-04366,enterprise,monthly,999,2023-04-06,2023-05-17,
SUB-006526,ACC-04366,starter,monthly,299,2023-05-17,2023-07-13,
SUB-006527,ACC-04366,starter,annual,3588,2023-07-13,,
SUB-006528,ACC-04367,pro,annual,5988,2022-05-04,,
SUB-006529,ACC-04368,pro,annual,5988,2023-09-18,2023-10-15,2023-10-13 00:00:00.000 -0700
SUB-006530,ACC-04369,starter,annual,3588,2023-02-13,2023-03-13,2023-03-11 00:00:00.000 -0800
SUB-006531,ACC-04370,pro,monthly,499,2023-09-02,2023-11-02,
SUB-006532,ACC-04370,enterprise,monthly,999,2023-11-02,,
SUB-006533,ACC-04371,starter,monthly,299,2023-03-07,2023-04-15,
SUB-006534,ACC-04371,pro,annual,5988,2023-04-15,2025-01-18,
SUB-006535,ACC-04371,starter,monthly,299,2025-01-18,,
SUB-006536,ACC-04372,pro,annual,5988,2023-10-08,2023-10-25,2023-10-23 00:00:00.000 -0700
SUB-006537,ACC-04373,starter,annual,3588,2023-02-23,2024-12-07,
SUB-006538,ACC-04373,pro,annual,5988,2024-12-07,,
SUB-006539,ACC-04374,enterprise,annual,11988,2022-06-19,,
SUB-006540,ACC-04375,enterprise,annual,11988,2023-10-05,2025-06-29,
SUB-006541,ACC-04375,starter,annual,3588,2025-06-29,2026-11-04,
SUB-006542,ACC-04376,enterprise,annual,11988,2022-12-31,,
SUB-006543,ACC-04377,starter,annual,3588,2023-06-08,,
SUB-006544,ACC-04378,starter,annual,3588,2023-04-28,2023-05-22,2023-05-20 00:00:00.000 -0700
SUB-006545,ACC-04379,pro,annual,5988,2022-07-14,2022-08-07,2022-08-05 00:00:00.000 -0700
SUB-006546,ACC-04380,enterprise,annual,11988,2022-03-13,2022-04-01,2022-03-30 00:00:00.000 -0700
SUB-006547,ACC-04381,pro,monthly,499,2023-01-16,2023-05-06,
SUB-006548,ACC-04381,enterprise,annual,11988,2023-05-06,2024-07-06,
SUB-006549,ACC-04381,pro,annual,5988,2024-07-06,,
SUB-006550,ACC-04382,enterprise,monthly,999,2022-09-08,2022-10-03,2022-10-01 00:00:00.000 -0700
SUB-006551,ACC-04383,starter,annual,3588,2023-08-12,2025-07-27,
SUB-006552,ACC-04383,pro,monthly,499,2025-07-27,2025-08-18,2025-08-16 00:00:00.000 -0700
SUB-006553,ACC-04384,enterprise,monthly,999,2023-11-27,2024-03-27,
SUB-006554,ACC-04384,pro,monthly,499,2024-03-27,2024-06-29,
SUB-006555,ACC-04384,enterprise,monthly,999,2024-06-29,,
SUB-006556,ACC-04385,enterprise,monthly,999,2022-02-21,,
SUB-006557,ACC-04387,enterprise,annual,11988,2022-07-08,2022-07-30,2022-07-28 00:00:00.000 -0700
SUB-006558,ACC-04388,enterprise,annual,11988,2024-01-12,,
SUB-006559,ACC-04389,enterprise,annual,11988,2022-07-10,2023-11-22,
SUB-006560,ACC-04389,starter,annual,3588,2023-11-22,2023-12-17,2023-12-15 00:00:00.000 -0800
SUB-006561,ACC-04390,enterprise,annual,11988,2022-09-11,,
SUB-006562,ACC-04391,enterprise,annual,11988,2022-01-23,2024-01-07,
SUB-006563,ACC-04391,starter,annual,3588,2024-01-07,2024-01-23,2024-01-21 00:00:00.000 -0800
SUB-006564,ACC-04392,pro,annual,5988,2022-08-29,,
SUB-006565,ACC-04394,enterprise,annual,11988,2023-08-09,2024-09-29,
SUB-006566,ACC-04394,starter,annual,3588,2024-09-29,2026-09-13,
SUB-006567,ACC-04395,starter,annual,3588,2022-07-16,,
SUB-006568,ACC-04396,enterprise,annual,11988,2023-01-17,2023-02-11,2023-02-09 00:00:00.000 -0800
SUB-006569,ACC-04397,enterprise,monthly,999,2023-10-15,,
SUB-006570,ACC-04398,enterprise,monthly,999,2022-12-29,2023-04-27,
SUB-006571,ACC-04398,starter,annual,3588,2023-04-27,2024-09-16,
SUB-006572,ACC-04398,pro,monthly,499,2024-09-16,,
SUB-006573,ACC-04400,enterprise,annual,11988,2022-05-29,2022-06-23,2022-06-21 00:00:00.000 -0700
SUB-006574,ACC-04401,enterprise,annual,11988,2022-10-22,2024-06-20,
SUB-006575,ACC-04401,starter,monthly,299,2024-06-20,,
SUB-006576,ACC-04402,starter,annual,3588,2023-10-14,2025-04-13,
SUB-006577,ACC-04402,pro,annual,5988,2025-04-13,2026-08-17,
SUB-006578,ACC-04403,starter,annual,3588,2023-07-17,2025-02-26,
SUB-006579,ACC-04403,pro,monthly,499,2025-02-26,2025-03-23,2025-03-21 00:00:00.000 -0700
SUB-006580,ACC-04404,pro,annual,5988,2022-10-07,,
SUB-006581,ACC-04405,enterprise,monthly,999,2023-05-13,2023-09-14,
SUB-006582,ACC-04405,starter,monthly,299,2023-09-14,2024-03-06,
SUB-006583,ACC-04405,pro,annual,5988,2024-03-06,2024-03-28,2024-03-26 00:00:00.000 -0700
SUB-006584,ACC-04406,enterprise,annual,11988,2022-09-19,2022-10-14,2022-10-12 00:00:00.000 -0700
SUB-006585,ACC-04407,pro,annual,5988,2022-08-16,,
SUB-006586,ACC-04408,starter,annual,3588,2022-04-27,,
SUB-006587,ACC-04409,starter,annual,3588,2022-08-20,,
SUB-006588,ACC-04410,starter,annual,3588,2023-04-03,,
SUB-006589,ACC-04411,starter,annual,3588,2022-07-15,2024-04-12,
SUB-006590,ACC-04411,pro,annual,5988,2024-04-12,,
SUB-006591,ACC-04412,starter,annual,3588,2023-08-11,2025-06-27,
SUB-006592,ACC-04412,pro,annual,5988,2025-06-27,,
SUB-006593,ACC-04413,enterprise,monthly,999,2022-09-22,2022-10-16,2022-10-14 00:00:00.000 -0700
SUB-006594,ACC-04414,pro,monthly,499,2023-08-23,2023-10-27,
SUB-006595,ACC-04414,starter,annual,3588,2023-10-27,2025-07-27,
SUB-006596,ACC-04414,enterprise,annual,11988,2025-07-27,2025-08-12,2025-08-10 00:00:00.000 -0700
SUB-006597,ACC-04415,starter,annual,3588,2022-06-19,,
SUB-006598,ACC-04416,starter,annual,3588,2022-01-19,2022-02-11,2022-02-09 00:00:00.000 -0800
SUB-006599,ACC-04417,starter,annual,3588,2022-09-13,,
SUB-006600,ACC-04418,enterprise,annual,11988,2022-10-24,2024-10-04,
SUB-006601,ACC-04418,starter,annual,3588,2024-10-04,2025-10-31,
SUB-006602,ACC-04418,pro,annual,5988,2025-10-31,,
SUB-006603,ACC-04419,enterprise,monthly,999,2023-04-24,,
SUB-006604,ACC-04420,pro,monthly,499,2023-09-21,2024-02-20,
SUB-006605,ACC-04420,enterprise,annual,11988,2024-02-20,2025-06-05,
SUB-006606,ACC-04420,starter,annual,3588,2025-06-05,,
SUB-006607,ACC-04421,enterprise,annual,11988,2023-12-23,2024-01-15,2024-01-13 00:00:00.000 -0800
SUB-006608,ACC-04422,starter,annual,3588,2023-09-21,2025-04-13,
SUB-006609,ACC-04422,enterprise,monthly,999,2025-04-13,,
SUB-006610,ACC-04423,enterprise,annual,11988,2023-03-03,,
SUB-006611,ACC-04425,enterprise,annual,11988,2023-01-23,2024-10-31,
SUB-006612,ACC-04425,starter,annual,3588,2024-10-31,,
SUB-006613,ACC-04426,pro,annual,5988,2023-04-24,2025-02-07,
SUB-006614,ACC-04426,enterprise,annual,11988,2025-02-07,,
SUB-006615,ACC-04429,pro,monthly,499,2023-10-04,2023-10-23,2023-10-21 00:00:00.000 -0700
SUB-006616,ACC-04430,pro,monthly,499,2022-02-02,,
SUB-006617,ACC-04431,enterprise,annual,11988,2022-07-14,2023-08-06,
SUB-006618,ACC-04431,starter,monthly,299,2023-08-06,2024-01-12,
SUB-006619,ACC-04431,pro,annual,5988,2024-01-12,,
SUB-006620,ACC-04432,pro,annual,5988,2023-04-16,2024-08-08,
SUB-006621,ACC-04432,enterprise,annual,11988,2024-08-08,2024-09-02,2024-08-31 00:00:00.000 -0700
SUB-006622,ACC-04433,pro,annual,5988,2023-06-03,2024-11-07,
SUB-006623,ACC-04433,starter,annual,3588,2024-11-07,2026-10-10,
SUB-006624,ACC-04434,starter,annual,3588,2023-07-19,2024-08-30,
SUB-006625,ACC-04434,enterprise,annual,11988,2024-08-30,2024-09-27,2024-09-25 00:00:00.000 -0700
SUB-006626,ACC-04435,pro,annual,5988,2023-05-08,2023-05-25,2023-05-23 00:00:00.000 -0700
SUB-006627,ACC-04436,starter,annual,3588,2022-05-11,2023-11-13,
SUB-006628,ACC-04436,pro,annual,5988,2023-11-13,,
SUB-006629,ACC-04437,enterprise,monthly,999,2023-01-28,2023-07-15,
SUB-006630,ACC-04437,pro,annual,5988,2023-07-15,2023-08-03,2023-08-01 00:00:00.000 -0700
SUB-006631,ACC-04438,enterprise,monthly,999,2023-02-17,2023-06-04,
SUB-006632,ACC-04438,pro,monthly,499,2023-06-04,,
SUB-006633,ACC-04439,enterprise,monthly,999,2023-01-23,2023-02-14,2023-02-12 00:00:00.000 -0800
SUB-006634,ACC-04440,starter,monthly,299,2022-10-27,2022-11-14,2022-11-12 00:00:00.000 -0800
SUB-006635,ACC-04441,enterprise,annual,11988,2023-05-28,2025-05-12,
SUB-006636,ACC-04441,starter,annual,3588,2025-05-12,2026-08-26,
SUB-006637,ACC-04442,enterprise,annual,11988,2023-05-15,2023-06-10,2023-06-08 00:00:00.000 -0700
SUB-006638,ACC-04443,starter,annual,3588,2022-05-10,2024-03-02,
SUB-006639,ACC-04443,pro,annual,5988,2024-03-02,,
SUB-006640,ACC-04444,pro,annual,5988,2022-12-16,2024-01-08,
SUB-006641,ACC-04444,enterprise,annual,11988,2024-01-08,,
SUB-006642,ACC-04445,enterprise,annual,11988,2022-09-23,2024-04-14,
SUB-006643,ACC-04445,starter,monthly,299,2024-04-14,2024-05-06,2024-05-04 00:00:00.000 -0700
SUB-006644,ACC-04446,pro,monthly,499,2023-08-26,2023-10-29,
SUB-006645,ACC-04446,enterprise,annual,11988,2023-10-29,,
SUB-006646,ACC-04447,enterprise,annual,11988,2023-04-30,2024-07-05,
SUB-006647,ACC-04447,starter,annual,3588,2024-07-05,2024-07-28,2024-07-26 00:00:00.000 -0700
SUB-006648,ACC-04448,pro,annual,5988,2023-11-25,2025-10-28,
SUB-006649,ACC-04448,enterprise,monthly,999,2025-10-28,2025-11-27,
SUB-006650,ACC-04448,pro,annual,5988,2025-11-27,,
SUB-006651,ACC-04449,starter,annual,3588,2022-05-23,2022-06-07,2022-06-05 00:00:00.000 -0700
SUB-006652,ACC-04450,starter,annual,3588,2023-05-07,,
SUB-006653,ACC-04451,starter,annual,3588,2023-05-31,2024-10-23,
SUB-006654,ACC-04451,enterprise,monthly,999,2024-10-23,2024-11-15,2024-11-13 00:00:00.000 -0800
SUB-006655,ACC-04452,enterprise,annual,11988,2022-06-15,2024-03-31,
SUB-006656,ACC-04452,starter,annual,3588,2024-03-31,,
SUB-006657,ACC-04453,enterprise,annual,11988,2022-07-16,2022-08-03,2022-08-01 00:00:00.000 -0700
SUB-006658,ACC-04454,pro,monthly,499,2022-11-06,,
SUB-006659,ACC-04455,pro,annual,5988,2022-11-27,,
SUB-006660,ACC-04456,starter,monthly,299,2023-07-23,2024-01-11,
SUB-006661,ACC-04456,pro,monthly,499,2024-01-11,2024-02-04,2024-02-02 00:00:00.000 -0800
SUB-006662,ACC-04457,enterprise,annual,11988,2022-05-24,2024-01-07,
SUB-006663,ACC-04457,pro,annual,5988,2024-01-07,2025-09-29,
SUB-006664,ACC-04457,enterprise,annual,11988,2025-09-29,2025-10-23,2025-10-21 00:00:00.000 -0700
SUB-006665,ACC-04458,starter,annual,3588,2023-05-30,2025-01-05,
SUB-006666,ACC-04458,pro,annual,5988,2025-01-05,2025-01-22,2025-01-20 00:00:00.000 -0800
SUB-006667,ACC-04459,enterprise,monthly,999,2023-05-30,2023-09-30,
SUB-006668,ACC-04459,starter,monthly,299,2023-09-30,2024-02-05,
SUB-006669,ACC-04459,pro,annual,5988,2024-02-05,,
SUB-006670,ACC-04460,enterprise,annual,11988,2022-05-19,2023-12-13,
SUB-006671,ACC-04460,starter,annual,3588,2023-12-13,2025-09-11,
SUB-006672,ACC-04460,pro,annual,5988,2025-09-11,,
