INVOICE_ID,ACCOUNT_ID,SUBSCRIPTION_ID,AMOUNT,CURRENCY,STATUS,INVOICE_DATE,PAID_AT
INV-037669,ACC-08507,SUB-012557,999.00,USD,paid,2023-05-11,2023-05-12 08:00:00.000
INV-037670,ACC-08507,SUB-012557,999.00,USD,paid,2024-08-31,2024-09-01 04:00:00.000
INV-037671,ACC-08507,SUB-012557,999.00,USD,paid,2023-12-13,2023-12-15 13:00:00.000
INV-037672,ACC-08507,SUB-012558,499.00,USD,paid,2025-07-22,2025-07-24 23:00:00.000
INV-037673,ACC-08507,SUB-012558,499.00,USD,paid,2026-01-14,2026-01-17 04:00:00.000
INV-037674,ACC-08507,SUB-012558,499.00,USD,paid,2026-05-12,2026-05-13 14:00:00.000
INV-037675,ACC-08508,SUB-012559,499.00,GBP,pending,2023-10-20,
INV-037676,ACC-08508,SUB-012559,499.00,GBP,failed,2026-05-03,
INV-037677,ACC-08508,SUB-012559,499.00,GBP,paid,2024-07-17,2024-07-18 07:00:00.000
INV-037678,ACC-08509,SUB-012560,999.00,AUD,paid,2023-03-04,2023-03-05 18:00:00.000
INV-037679,ACC-08509,SUB-012560,999.00,AUD,paid,2023-02-18,2023-02-19 18:00:00.000
INV-037680,ACC-08509,SUB-012560,999.00,AUD,paid,2023-02-28,2023-03-03 09:00:00.000
INV-037681,ACC-08511,SUB-012561,499.00,GBP,failed,2024-05-16,
INV-037682,ACC-08511,SUB-012561,499.00,GBP,paid,2024-01-16,2024-01-18 02:00:00.000
INV-037683,ACC-08511,SUB-012561,499.00,GBP,pending,2023-06-27,
INV-037684,ACC-08511,SUB-012562,299.00,GBP,paid,2024-12-06,2024-12-08 22:00:00.000
INV-037685,ACC-08511,SUB-012562,299.00,GBP,failed,2024-11-25,
INV-037686,ACC-08511,SUB-012562,299.00,GBP,paid,2024-12-06,2024-12-09 15:00:00.000
INV-037687,ACC-08512,SUB-012563,299.00,AUD,paid,2023-05-29,2023-05-31 17:00:00.000
INV-037688,ACC-08512,SUB-012563,299.00,AUD,paid,2022-09-13,2022-09-14 04:00:00.000
INV-037689,ACC-08512,SUB-012563,299.00,AUD,paid,2022-09-01,2022-09-03 06:00:00.000
INV-037690,ACC-08512,SUB-012564,999.00,AUD,paid,2024-08-30,2024-09-02 19:00:00.000
INV-037691,ACC-08512,SUB-012564,999.00,AUD,failed,2024-10-04,
INV-037692,ACC-08512,SUB-012564,999.00,AUD,paid,2024-11-01,2024-11-03 05:00:00.000
INV-037693,ACC-08512,SUB-012565,499.00,AUD,paid,2025-09-24,2025-09-27 06:00:00.000
INV-037694,ACC-08512,SUB-012565,499.00,AUD,paid,2025-06-12,2025-06-14 06:00:00.000
INV-037695,ACC-08512,SUB-012565,499.00,AUD,paid,2026-04-19,2026-04-22 05:00:00.000
INV-037696,ACC-08513,SUB-012566,999.00,USD,paid,2023-11-25,2023-11-28 10:00:00.000
INV-037697,ACC-08513,SUB-012566,999.00,USD,paid,2023-11-19,2023-11-20 11:00:00.000
INV-037698,ACC-08513,SUB-012566,999.00,USD,paid,2023-11-30,2023-12-01 14:00:00.000
INV-037699,ACC-08514,SUB-012567,999.00,USD,paid,2024-05-21,2024-05-22 21:00:00.000
INV-037700,ACC-08514,SUB-012567,999.00,USD,paid,2024-09-07,2024-09-10 07:00:00.000
INV-037701,ACC-08514,SUB-012567,999.00,USD,paid,2024-11-27,2024-11-30 02:00:00.000
INV-037702,ACC-08514,SUB-012568,299.00,USD,pending,2025-09-12,
INV-037703,ACC-08514,SUB-012568,299.00,USD,paid,2026-05-11,2026-05-13 19:00:00.000
INV-037704,ACC-08514,SUB-012568,299.00,USD,paid,2026-04-02,2026-04-04 15:00:00.000
INV-037705,ACC-08516,SUB-012569,299.00,EUR,paid,2024-09-04,2024-09-05 05:00:00.000
INV-037706,ACC-08516,SUB-012569,299.00,EUR,failed,2025-01-24,
INV-037707,ACC-08516,SUB-012569,299.00,EUR,paid,2024-12-22,2024-12-25 07:00:00.000
INV-037708,ACC-08516,SUB-012570,999.00,EUR,paid,2026-01-20,2026-01-22 13:00:00.000
INV-037709,ACC-08516,SUB-012570,999.00,EUR,pending,2026-08-12,
INV-037710,ACC-08516,SUB-012570,999.00,EUR,paid,2026-02-18,2026-02-19 04:00:00.000
INV-037711,ACC-08517,SUB-012571,999.00,GBP,paid,2024-01-18,2024-01-21 03:00:00.000
INV-037712,ACC-08517,SUB-012571,999.00,GBP,paid,2023-06-21,2023-06-24 22:00:00.000
INV-037713,ACC-08517,SUB-012571,999.00,GBP,paid,2023-08-22,2023-08-24 07:00:00.000
INV-037714,ACC-08517,SUB-012572,299.00,GBP,paid,2025-04-03,2025-04-06 10:00:00.000
INV-037715,ACC-08517,SUB-012572,299.00,GBP,paid,2026-02-07,2026-02-10 12:00:00.000
INV-037716,ACC-08517,SUB-012572,299.00,GBP,paid,2024-12-02,2024-12-05 23:00:00.000
INV-037717,ACC-08518,SUB-012573,999.00,AUD,paid,2022-06-22,2022-06-24 09:00:00.000
INV-037718,ACC-08518,SUB-012573,999.00,AUD,paid,2022-06-26,2022-06-27 07:00:00.000
INV-037719,ACC-08518,SUB-012573,999.00,AUD,failed,2022-06-28,
INV-037720,ACC-08518,SUB-012574,499.00,AUD,pending,2025-10-27,
INV-037721,ACC-08518,SUB-012574,499.00,AUD,paid,2025-03-28,2025-03-30 17:00:00.000
INV-037722,ACC-08518,SUB-012574,499.00,AUD,pending,2026-03-07,
INV-037723,ACC-08519,SUB-012575,999.00,EUR,paid,2024-08-02,2024-08-05 13:00:00.000
INV-037724,ACC-08519,SUB-012575,999.00,EUR,failed,2022-12-25,
INV-037725,ACC-08519,SUB-012575,999.00,EUR,paid,2025-11-26,2025-11-27 05:00:00.000
INV-037726,ACC-08520,SUB-012576,999.00,EUR,paid,2025-02-08,2025-02-10 11:00:00.000
INV-037727,ACC-08520,SUB-012576,999.00,EUR,paid,2023-11-02,2023-11-05 14:00:00.000
INV-037728,ACC-08520,SUB-012576,999.00,EUR,failed,2025-01-18,
INV-037729,ACC-08520,SUB-012577,299.00,EUR,paid,2026-01-17,2026-01-20 05:00:00.000
INV-037730,ACC-08520,SUB-012577,299.00,EUR,pending,2026-05-29,
INV-037731,ACC-08520,SUB-012577,299.00,EUR,paid,2026-03-09,2026-03-11 04:00:00.000
INV-037732,ACC-08521,SUB-012578,999.00,USD,paid,2022-02-22,2022-02-25 10:00:00.000
INV-037733,ACC-08521,SUB-012578,999.00,USD,paid,2022-02-26,2022-03-01 06:00:00.000
INV-037734,ACC-08521,SUB-012578,999.00,USD,paid,2022-03-03,2022-03-04 10:00:00.000
INV-037735,ACC-08522,SUB-012579,499.00,AUD,paid,2024-06-12,2024-06-15 00:00:00.000
INV-037736,ACC-08522,SUB-012579,499.00,AUD,paid,2025-07-31,2025-08-02 01:00:00.000
INV-037737,ACC-08522,SUB-012579,499.00,AUD,paid,2024-08-04,2024-08-07 20:00:00.000
INV-037738,ACC-08523,SUB-012580,999.00,AUD,paid,2026-02-28,2026-03-03 22:00:00.000
INV-037739,ACC-08523,SUB-012580,999.00,AUD,paid,2023-09-18,2023-09-20 12:00:00.000
INV-037740,ACC-08523,SUB-012580,999.00,AUD,paid,2025-02-04,2025-02-06 15:00:00.000
INV-037741,ACC-08524,SUB-012581,299.00,EUR,paid,2023-09-12,2023-09-13 22:00:00.000
INV-037742,ACC-08524,SUB-012581,299.00,EUR,paid,2026-02-20,2026-02-21 09:00:00.000
INV-037743,ACC-08524,SUB-012581,299.00,EUR,paid,2022-09-19,2022-09-21 08:00:00.000
INV-037744,ACC-08525,SUB-012582,499.00,USD,paid,2025-11-08,2025-11-10 06:00:00.000
INV-037745,ACC-08525,SUB-012582,499.00,USD,paid,2024-02-08,2024-02-11 20:00:00.000
INV-037746,ACC-08525,SUB-012582,499.00,USD,paid,2024-04-20,2024-04-23 04:00:00.000
INV-037747,ACC-08526,SUB-012583,499.00,EUR,paid,2023-03-11,2023-03-12 01:00:00.000
INV-037748,ACC-08526,SUB-012583,499.00,EUR,paid,2022-04-16,2022-04-17 11:00:00.000
INV-037749,ACC-08526,SUB-012583,499.00,EUR,failed,2022-05-17,
INV-037750,ACC-08526,SUB-012584,299.00,EUR,paid,2024-06-15,2024-06-17 03:00:00.000
INV-037751,ACC-08526,SUB-012584,299.00,EUR,paid,2023-09-05,2023-09-07 11:00:00.000
INV-037752,ACC-08526,SUB-012584,299.00,EUR,paid,2026-03-22,2026-03-24 20:00:00.000
INV-037753,ACC-08527,SUB-012585,999.00,EUR,paid,2023-03-09,2023-03-12 11:00:00.000
INV-037754,ACC-08527,SUB-012585,999.00,EUR,paid,2026-01-13,2026-01-14 04:00:00.000
INV-037755,ACC-08527,SUB-012585,999.00,EUR,paid,2023-04-10,2023-04-13 08:00:00.000
INV-037756,ACC-08528,SUB-012586,999.00,EUR,failed,2022-07-21,
INV-037757,ACC-08528,SUB-012586,999.00,EUR,failed,2022-07-15,
INV-037758,ACC-08528,SUB-012586,999.00,EUR,paid,2022-07-09,2022-07-12 18:00:00.000
INV-037759,ACC-08529,SUB-012587,999.00,EUR,failed,2023-12-31,
INV-037760,ACC-08529,SUB-012587,999.00,EUR,paid,2024-03-03,2024-03-04 17:00:00.000
INV-037761,ACC-08529,SUB-012587,999.00,EUR,paid,2024-09-03,2024-09-06 07:00:00.000
INV-037762,ACC-08530,SUB-012588,999.00,EUR,paid,2023-05-23,2023-05-24 08:00:00.000
INV-037763,ACC-08530,SUB-012588,999.00,EUR,paid,2023-06-13,2023-06-17 00:00:00.000
INV-037764,ACC-08530,SUB-012588,999.00,EUR,paid,2023-05-21,2023-05-23 16:00:00.000
INV-037765,ACC-08531,SUB-012589,999.00,AUD,paid,2023-11-10,2023-11-11 19:00:00.000
INV-037766,ACC-08531,SUB-012589,999.00,AUD,paid,2023-12-04,2023-12-06 04:00:00.000
INV-037767,ACC-08531,SUB-012589,999.00,AUD,paid,2023-11-07,2023-11-10 00:00:00.000
INV-037768,ACC-08531,SUB-012590,299.00,AUD,paid,2026-04-23,2026-04-24 17:00:00.000
INV-037769,ACC-08531,SUB-012590,299.00,AUD,paid,2025-11-02,2025-11-05 22:00:00.000
INV-037770,ACC-08531,SUB-012590,299.00,AUD,paid,2025-01-02,2025-01-04 06:00:00.000
INV-037771,ACC-08532,SUB-012591,299.00,AUD,paid,2023-09-04,2023-09-05 20:00:00.000
INV-037772,ACC-08532,SUB-012591,299.00,AUD,paid,2023-10-04,2023-10-06 02:00:00.000
INV-037773,ACC-08532,SUB-012591,299.00,AUD,paid,2023-10-14,2023-10-16 09:00:00.000
INV-037774,ACC-08532,SUB-012592,999.00,AUD,paid,2026-02-06,2026-02-07 14:00:00.000
INV-037775,ACC-08532,SUB-012592,999.00,AUD,paid,2023-11-12,2023-11-15 19:00:00.000
INV-037776,ACC-08532,SUB-012592,999.00,AUD,paid,2025-03-02,2025-03-05 14:00:00.000
INV-037777,ACC-08533,SUB-012593,299.00,USD,paid,2022-05-21,2022-05-22 08:00:00.000
INV-037778,ACC-08533,SUB-012593,299.00,USD,paid,2022-08-05,2022-08-07 03:00:00.000
INV-037779,ACC-08533,SUB-012593,299.00,USD,paid,2022-08-10,2022-08-12 11:00:00.000
INV-037780,ACC-08533,SUB-012594,999.00,USD,paid,2022-08-27,2022-08-29 04:00:00.000
INV-037781,ACC-08533,SUB-012594,999.00,USD,paid,2022-09-12,2022-09-13 18:00:00.000
INV-037782,ACC-08533,SUB-012594,999.00,USD,paid,2022-09-06,2022-09-10 00:00:00.000
INV-037783,ACC-08534,SUB-012595,499.00,USD,paid,2022-05-03,2022-05-07 00:00:00.000
INV-037784,ACC-08534,SUB-012595,499.00,USD,paid,2022-05-18,2022-05-19 21:00:00.000
INV-037785,ACC-08534,SUB-012595,499.00,USD,failed,2022-04-16,
INV-037786,ACC-08534,SUB-012596,999.00,USD,paid,2023-04-10,2023-04-13 16:00:00.000
INV-037787,ACC-08534,SUB-012596,999.00,USD,paid,2022-11-14,2022-11-15 06:00:00.000
INV-037788,ACC-08534,SUB-012596,999.00,USD,paid,2023-11-24,2023-11-26 14:00:00.000
INV-037789,ACC-08534,SUB-012597,299.00,USD,paid,2024-05-14,2024-05-16 07:00:00.000
INV-037790,ACC-08534,SUB-012597,299.00,USD,paid,2024-04-24,2024-04-26 14:00:00.000
INV-037791,ACC-08534,SUB-012597,299.00,USD,paid,2024-04-29,2024-05-02 14:00:00.000
INV-037792,ACC-08535,SUB-012598,299.00,GBP,paid,2025-03-30,2025-04-01 06:00:00.000
INV-037793,ACC-08535,SUB-012598,299.00,GBP,paid,2025-06-08,2025-06-10 02:00:00.000
INV-037794,ACC-08535,SUB-012598,299.00,GBP,paid,2025-03-16,2025-03-17 15:00:00.000
INV-037795,ACC-08536,SUB-012599,999.00,USD,paid,2025-01-03,2025-01-05 00:00:00.000
INV-037796,ACC-08536,SUB-012599,999.00,USD,paid,2024-04-10,2024-04-13 13:00:00.000
INV-037797,ACC-08536,SUB-012599,999.00,USD,paid,2024-02-17,2024-02-19 10:00:00.000
INV-037798,ACC-08537,SUB-012600,499.00,USD,paid,2023-02-12,2023-02-14 03:00:00.000
INV-037799,ACC-08537,SUB-012600,499.00,USD,paid,2023-02-18,2023-02-20 21:00:00.000
INV-037800,ACC-08537,SUB-012600,499.00,USD,paid,2023-01-29,2023-01-30 04:00:00.000
INV-037801,ACC-08537,SUB-012601,299.00,USD,paid,2023-03-14,2023-03-15 15:00:00.000
INV-037802,ACC-08537,SUB-012601,299.00,USD,paid,2023-03-12,2023-03-13 23:00:00.000
INV-037803,ACC-08537,SUB-012601,299.00,USD,pending,2023-03-11,
INV-037804,ACC-08538,SUB-012602,999.00,GBP,paid,2024-01-17,2024-01-19 21:00:00.000
INV-037805,ACC-08538,SUB-012602,999.00,GBP,failed,2024-01-16,
INV-037806,ACC-08538,SUB-012602,999.00,GBP,failed,2024-01-07,
INV-037807,ACC-08539,SUB-012603,499.00,EUR,paid,2023-10-28,2023-10-31 23:00:00.000
INV-037808,ACC-08539,SUB-012603,499.00,EUR,paid,2026-04-03,2026-04-04 05:00:00.000
INV-037809,ACC-08539,SUB-012603,499.00,EUR,paid,2025-05-02,2025-05-03 03:00:00.000
INV-037810,ACC-08540,SUB-012604,299.00,GBP,paid,2023-05-22,2023-05-24 17:00:00.000
INV-037811,ACC-08540,SUB-012604,299.00,GBP,paid,2023-05-17,2023-05-19 10:00:00.000
INV-037812,ACC-08540,SUB-012604,299.00,GBP,paid,2023-05-19,2023-05-22 15:00:00.000
INV-037813,ACC-08542,SUB-012605,299.00,USD,pending,2022-07-13,
INV-037814,ACC-08542,SUB-012605,299.00,USD,paid,2022-07-13,2022-07-16 11:00:00.000
INV-037815,ACC-08542,SUB-012605,299.00,USD,paid,2022-07-17,2022-07-18 02:00:00.000
INV-037816,ACC-08544,SUB-012606,499.00,USD,paid,2022-10-30,2022-11-02 20:00:00.000
INV-037817,ACC-08544,SUB-012606,499.00,USD,paid,2022-11-07,2022-11-08 16:00:00.000
INV-037818,ACC-08544,SUB-012606,499.00,USD,paid,2022-10-23,2022-10-26 02:00:00.000
INV-037819,ACC-08545,SUB-012607,499.00,EUR,paid,2022-04-13,2022-04-14 09:00:00.000
INV-037820,ACC-08545,SUB-012607,499.00,EUR,paid,2022-04-18,2022-04-20 12:00:00.000
INV-037821,ACC-08545,SUB-012607,499.00,EUR,paid,2022-04-06,2022-04-08 14:00:00.000
INV-037822,ACC-08546,SUB-012608,299.00,GBP,failed,2024-10-06,
INV-037823,ACC-08546,SUB-012608,299.00,GBP,failed,2024-05-12,
INV-037824,ACC-08546,SUB-012608,299.00,GBP,paid,2024-04-20,2024-04-21 22:00:00.000
INV-037825,ACC-08547,SUB-012609,499.00,AUD,paid,2023-01-26,2023-01-27 02:00:00.000
INV-037826,ACC-08547,SUB-012609,499.00,AUD,paid,2023-04-21,2023-04-23 06:00:00.000
INV-037827,ACC-08547,SUB-012609,499.00,AUD,paid,2024-03-13,2024-03-16 11:00:00.000
INV-037828,ACC-08547,SUB-012610,999.00,AUD,paid,2024-04-21,2024-04-23 04:00:00.000
INV-037829,ACC-08547,SUB-012610,999.00,AUD,paid,2024-04-22,2024-04-25 07:00:00.000
INV-037830,ACC-08547,SUB-012610,999.00,AUD,paid,2024-04-29,2024-04-30 04:00:00.000
INV-037831,ACC-08548,SUB-012611,499.00,EUR,paid,2024-09-15,2024-09-16 23:00:00.000
INV-037832,ACC-08548,SUB-012611,499.00,EUR,paid,2023-01-11,2023-01-13 01:00:00.000
INV-037833,ACC-08548,SUB-012611,499.00,EUR,paid,2024-05-02,2024-05-04 03:00:00.000
INV-037834,ACC-08548,SUB-012612,299.00,EUR,pending,2024-10-30,
INV-037835,ACC-08548,SUB-012612,299.00,EUR,paid,2024-10-09,2024-10-11 05:00:00.000
INV-037836,ACC-08548,SUB-012612,299.00,EUR,paid,2024-10-30,2024-11-02 03:00:00.000
INV-037837,ACC-08549,SUB-012613,299.00,EUR,paid,2023-11-25,2023-11-28 06:00:00.000
INV-037838,ACC-08549,SUB-012613,299.00,EUR,paid,2023-10-14,2023-10-16 12:00:00.000
INV-037839,ACC-08549,SUB-012613,299.00,EUR,paid,2022-08-15,2022-08-18 22:00:00.000
INV-037840,ACC-08549,SUB-012614,999.00,EUR,failed,2024-10-09,
INV-037841,ACC-08549,SUB-012614,999.00,EUR,paid,2024-06-02,2024-06-05 00:00:00.000
INV-037842,ACC-08549,SUB-012614,999.00,EUR,pending,2024-08-15,
INV-037843,ACC-08549,SUB-012615,499.00,EUR,paid,2026-05-02,2026-05-03 02:00:00.000
INV-037844,ACC-08549,SUB-012615,499.00,EUR,paid,2025-11-07,2025-11-09 10:00:00.000
INV-037845,ACC-08549,SUB-012615,499.00,EUR,paid,2025-06-25,2025-06-28 07:00:00.000
INV-037846,ACC-08550,SUB-012616,299.00,AUD,paid,2023-05-09,2023-05-12 00:00:00.000
INV-037847,ACC-08550,SUB-012616,299.00,AUD,paid,2023-06-04,2023-06-06 11:00:00.000
INV-037848,ACC-08550,SUB-012616,299.00,AUD,paid,2023-07-26,2023-07-27 11:00:00.000
INV-037849,ACC-08550,SUB-012617,999.00,AUD,paid,2023-12-19,2023-12-22 22:00:00.000
INV-037850,ACC-08550,SUB-012617,999.00,AUD,pending,2023-12-22,
INV-037851,ACC-08550,SUB-012617,999.00,AUD,pending,2023-11-15,
INV-037852,ACC-08550,SUB-012618,299.00,AUD,paid,2025-05-15,2025-05-18 21:00:00.000
INV-037853,ACC-08550,SUB-012618,299.00,AUD,paid,2025-07-02,2025-07-05 22:00:00.000
INV-037854,ACC-08550,SUB-012618,299.00,AUD,paid,2026-05-04,2026-05-06 20:00:00.000
INV-037855,ACC-08551,SUB-012619,299.00,EUR,paid,2024-10-19,2024-10-22 10:00:00.000
INV-037856,ACC-08551,SUB-012619,299.00,EUR,paid,2025-02-21,2025-02-22 14:00:00.000
INV-037857,ACC-08551,SUB-012619,299.00,EUR,paid,2026-04-04,2026-04-07 21:00:00.000
INV-037858,ACC-08552,SUB-012620,499.00,EUR,paid,2023-12-19,2023-12-22 19:00:00.000
INV-037859,ACC-08552,SUB-012620,499.00,EUR,paid,2023-12-11,2023-12-14 04:00:00.000
INV-037860,ACC-08552,SUB-012620,499.00,EUR,paid,2023-12-11,2023-12-13 15:00:00.000
INV-037861,ACC-08553,SUB-012621,299.00,USD,paid,2022-10-06,2022-10-07 06:00:00.000
INV-037862,ACC-08553,SUB-012621,299.00,USD,paid,2022-10-08,2022-10-11 10:00:00.000
INV-037863,ACC-08553,SUB-012621,299.00,USD,paid,2022-10-07,2022-10-09 08:00:00.000
INV-037864,ACC-08554,SUB-012622,999.00,USD,paid,2025-03-29,2025-04-01 08:00:00.000
INV-037865,ACC-08554,SUB-012622,999.00,USD,paid,2025-03-21,2025-03-24 17:00:00.000
INV-037866,ACC-08554,SUB-012622,999.00,USD,paid,2023-11-11,2023-11-12 20:00:00.000
INV-037867,ACC-08554,SUB-012623,299.00,USD,paid,2025-08-06,2025-08-07 19:00:00.000
INV-037868,ACC-08554,SUB-012623,299.00,USD,failed,2025-08-13,
INV-037869,ACC-08554,SUB-012623,299.00,USD,pending,2025-08-05,
INV-037870,ACC-08555,SUB-012624,499.00,AUD,paid,2024-01-28,2024-01-29 10:00:00.000
INV-037871,ACC-08555,SUB-012624,499.00,AUD,paid,2023-08-15,2023-08-16 01:00:00.000
INV-037872,ACC-08555,SUB-012624,499.00,AUD,paid,2023-09-04,2023-09-06 12:00:00.000
INV-037873,ACC-08555,SUB-012625,299.00,AUD,paid,2026-03-03,2026-03-06 20:00:00.000
INV-037874,ACC-08555,SUB-012625,299.00,AUD,paid,2026-02-26,2026-03-01 13:00:00.000
INV-037875,ACC-08555,SUB-012625,299.00,AUD,paid,2025-09-19,2025-09-22 06:00:00.000
INV-037876,ACC-08556,SUB-012626,999.00,AUD,paid,2022-02-25,2022-02-26 14:00:00.000
INV-037877,ACC-08556,SUB-012626,999.00,AUD,paid,2022-02-26,2022-03-01 02:00:00.000
INV-037878,ACC-08556,SUB-012626,999.00,AUD,paid,2022-02-22,2022-02-23 06:00:00.000
INV-037879,ACC-08557,SUB-012627,999.00,EUR,paid,2022-07-29,2022-07-31 19:00:00.000
INV-037880,ACC-08557,SUB-012627,999.00,EUR,paid,2022-10-24,2022-10-27 22:00:00.000
INV-037881,ACC-08557,SUB-012627,999.00,EUR,paid,2022-07-10,2022-07-13 22:00:00.000
INV-037882,ACC-08557,SUB-012628,299.00,EUR,pending,2025-07-06,
INV-037883,ACC-08557,SUB-012628,299.00,EUR,pending,2023-02-24,
INV-037884,ACC-08557,SUB-012628,299.00,EUR,pending,2023-08-04,
INV-037885,ACC-08558,SUB-012629,999.00,GBP,failed,2025-01-22,
INV-037886,ACC-08558,SUB-012629,999.00,GBP,paid,2025-11-10,2025-11-11 02:00:00.000
INV-037887,ACC-08558,SUB-012629,999.00,GBP,paid,2025-08-13,2025-08-16 19:00:00.000
INV-037888,ACC-08559,SUB-012630,499.00,AUD,paid,2022-06-11,2022-06-13 05:00:00.000
INV-037889,ACC-08559,SUB-012630,499.00,AUD,paid,2022-06-20,2022-06-23 22:00:00.000
INV-037890,ACC-08559,SUB-012630,499.00,AUD,paid,2022-06-05,2022-06-06 11:00:00.000
INV-037891,ACC-08560,SUB-012631,999.00,AUD,pending,2024-03-09,
INV-037892,ACC-08560,SUB-012631,999.00,AUD,paid,2024-11-17,2024-11-19 23:00:00.000
INV-037893,ACC-08560,SUB-012631,999.00,AUD,pending,2023-11-12,
INV-037894,ACC-08560,SUB-012632,499.00,AUD,paid,2024-12-10,2024-12-11 12:00:00.000
INV-037895,ACC-08560,SUB-012632,499.00,AUD,paid,2024-11-29,2024-12-02 16:00:00.000
INV-037896,ACC-08560,SUB-012632,499.00,AUD,pending,2024-12-12,
INV-037897,ACC-08561,SUB-012633,499.00,USD,paid,2023-05-07,2023-05-09 02:00:00.000
INV-037898,ACC-08561,SUB-012633,499.00,USD,paid,2023-04-18,2023-04-20 13:00:00.000
INV-037899,ACC-08561,SUB-012633,499.00,USD,paid,2023-04-08,2023-04-10 10:00:00.000
INV-037900,ACC-08561,SUB-012634,999.00,USD,paid,2023-09-29,2023-09-30 06:00:00.000
INV-037901,ACC-08561,SUB-012634,999.00,USD,paid,2025-09-18,2025-09-19 10:00:00.000
INV-037902,ACC-08561,SUB-012634,999.00,USD,paid,2025-02-17,2025-02-20 16:00:00.000
INV-037903,ACC-08562,SUB-012635,999.00,AUD,paid,2026-02-21,2026-02-25 00:00:00.000
INV-037904,ACC-08562,SUB-012635,999.00,AUD,paid,2024-02-15,2024-02-16 04:00:00.000
INV-037905,ACC-08562,SUB-012635,999.00,AUD,pending,2026-05-27,
INV-037906,ACC-08563,SUB-012636,999.00,AUD,paid,2024-01-27,2024-01-29 01:00:00.000
INV-037907,ACC-08563,SUB-012636,999.00,AUD,paid,2023-10-26,2023-10-30 00:00:00.000
INV-037908,ACC-08563,SUB-012636,999.00,AUD,failed,2023-11-16,
INV-037909,ACC-08563,SUB-012637,499.00,AUD,paid,2024-03-12,2024-03-14 04:00:00.000
INV-037910,ACC-08563,SUB-012637,499.00,AUD,paid,2024-03-28,2024-03-30 03:00:00.000
INV-037911,ACC-08563,SUB-012637,499.00,AUD,paid,2024-03-12,2024-03-15 03:00:00.000
INV-037912,ACC-08564,SUB-012638,499.00,GBP,paid,2023-02-02,2023-02-03 05:00:00.000
INV-037913,ACC-08564,SUB-012638,499.00,GBP,paid,2023-02-15,2023-02-17 05:00:00.000
INV-037914,ACC-08564,SUB-012638,499.00,GBP,paid,2023-02-08,2023-02-10 01:00:00.000
INV-037915,ACC-08565,SUB-012639,999.00,EUR,failed,2023-04-07,
INV-037916,ACC-08565,SUB-012639,999.00,EUR,paid,2023-03-22,2023-03-23 08:00:00.000
INV-037917,ACC-08565,SUB-012639,999.00,EUR,paid,2023-04-24,2023-04-26 06:00:00.000
INV-037918,ACC-08565,SUB-012640,299.00,EUR,paid,2023-05-10,2023-05-11 01:00:00.000
INV-037919,ACC-08565,SUB-012640,299.00,EUR,paid,2023-05-03,2023-05-05 07:00:00.000
INV-037920,ACC-08565,SUB-012640,299.00,EUR,paid,2023-05-02,2023-05-04 21:00:00.000
INV-037921,ACC-08566,SUB-012641,999.00,AUD,paid,2023-09-02,2023-09-05 23:00:00.000
INV-037922,ACC-08566,SUB-012641,999.00,AUD,paid,2023-09-03,2023-09-04 14:00:00.000
INV-037923,ACC-08566,SUB-012641,999.00,AUD,paid,2023-08-14,2023-08-15 19:00:00.000
INV-037924,ACC-08567,SUB-012642,499.00,EUR,paid,2023-01-01,2023-01-04 10:00:00.000
INV-037925,ACC-08567,SUB-012642,499.00,EUR,pending,2023-01-07,
INV-037926,ACC-08567,SUB-012642,499.00,EUR,paid,2023-01-16,2023-01-19 14:00:00.000
INV-037927,ACC-08568,SUB-012643,299.00,AUD,paid,2023-05-29,2023-06-01 15:00:00.000
INV-037928,ACC-08568,SUB-012643,299.00,AUD,failed,2024-01-19,
INV-037929,ACC-08568,SUB-012643,299.00,AUD,paid,2023-10-08,2023-10-11 06:00:00.000
INV-037930,ACC-08568,SUB-012644,999.00,AUD,paid,2024-05-16,2024-05-19 17:00:00.000
INV-037931,ACC-08568,SUB-012644,999.00,AUD,paid,2024-08-23,2024-08-25 11:00:00.000
INV-037932,ACC-08568,SUB-012644,999.00,AUD,paid,2024-08-07,2024-08-08 09:00:00.000
INV-037933,ACC-08568,SUB-012645,499.00,AUD,paid,2024-09-18,2024-09-20 00:00:00.000
INV-037934,ACC-08568,SUB-012645,499.00,AUD,paid,2024-09-06,2024-09-09 05:00:00.000
INV-037935,ACC-08568,SUB-012645,499.00,AUD,paid,2024-09-15,2024-09-18 14:00:00.000
INV-037936,ACC-08569,SUB-012646,299.00,USD,paid,2023-01-05,2023-01-08 20:00:00.000
INV-037937,ACC-08569,SUB-012646,299.00,USD,paid,2022-12-27,2022-12-31 00:00:00.000
INV-037938,ACC-08569,SUB-012646,299.00,USD,paid,2022-12-31,2023-01-03 23:00:00.000
INV-037939,ACC-08570,SUB-012647,999.00,USD,paid,2023-12-10,2023-12-11 01:00:00.000
INV-037940,ACC-08570,SUB-012647,999.00,USD,paid,2024-04-23,2024-04-26 02:00:00.000
INV-037941,ACC-08570,SUB-012647,999.00,USD,paid,2024-03-31,2024-04-02 08:00:00.000
INV-037942,ACC-08570,SUB-012648,299.00,USD,pending,2025-01-31,
INV-037943,ACC-08570,SUB-012648,299.00,USD,paid,2026-05-10,2026-05-12 00:00:00.000
INV-037944,ACC-08570,SUB-012648,299.00,USD,pending,2024-09-02,
